trip_id,departure,destination,duree
OCESN035274R0300319355,Bruyères (Vosges),St-Dié-des-Vosges,48
OCESN035277R0200219357,Bouzonville,Thionville,67
OCESN035282R0500519360,Epinal,Laveline-d-Bruy. Mairie,52
OCESN035291R0300319370,Thionville,Kédange (Eglise),22
OCESN035300R0200219378,Thionville,Hombourg (Chapelle),26
OCESN035305R0600619385,Epinal,Saint-Léonard Centre,94
OCESN035305R0800819384,Corcieux Le Conti,Epinal,81
OCESN035315R0400419395,Arches,St-Dié-des-Vosges,85
OCESN035323R0300319405,Bruyères Chanzy Gare,Epinal,35
OCESN035366R0200219450,Arches,Epinal,20
OCESN035389R0500519461,Bruyères Chanzy Gare,St-Dié-des-Vosges,48
OCESN035392R0200219463,Thionville,Perl Gare DB,39
OCESN035410R0500519477,Sarreguemines,Sarre-Union,52
OCESN035411R0400419478,Herbitzheim R. Hambach,Sarre-Union,25
OCESN035412R0400419479,Sarreguemines,Sarralbe Centre,33
OCESN035413R0200219480,Loudrefing,Sarrebourg (Place Math),50
OCESN035415R0400419482,Herbitzheim Mairie,Sarre-Union,23
OCESN035416R0500519483,Sarrebourg,Sarreguemines,85
OCESN035417R0200219484,Fénétrange (Gendarm.),Sarrebourg-Abri-Phalsbo,33
OCESN035424R0800819492,Sarreguemines,Sarrebourg (Place Math),116
OCESN035435R0200219504,Berthelming-Mairie,Sarrebourg-Abri-Phalsbo,17
OCESN035440R0200219509,Metz-Ville,Nancy-Ville,105
OCESN035459R0400419530,Saverne,Sarralbe,64
OCESN035460R0400419531,Keskastel,Sarre-Union,11
OCESN035461R0200219532,Saverne,Sarre-Union,45
OCESN035473R0300319546,Bruyères (Vosges),Saint-Léonard Centre,39
OCESN035480R0100119547,Bar-le-Duc,Revigny,21
OCESN035481R0100119548,Charmes (Vosges),Epinal,40
OCESN035482R0100119549,Conflans-Jarny,Pagny-sur-Moselle,45
OCESN035532R0200219552,Figeac,Gramat,52
OCESN035576R0200219554,Mazamet,Toulouse-Matabiau,133
OCESN035589R0200219559,Muret,Pau,218
OCESN035593R0200219560,Pau,Toulouse-Matabiau,253
OCESN035603R0200219561,Agen,Castelsarrasin,56
OCESN035608R0200219563,Longages-Noé,St-Sulpice-sur-Lèze,11
OCESN035663R0700719574,Montréjeau-Gourdan-Pol.,Luchon-Richelieu,56
OCESN035691R0300319579,Ax-les-Thermes,Toulouse-Matabiau,145
OCESN035693R0200219581,Ax-les-Thermes,Foix,47
OCESN035695R0200219583,Ax-les-Thermes,Pamiers,83
OCESN035696R0500519584,Montréjeau-Gourdan-Pol.,Luchon,50
OCESN035741R0200219591,Ax-les-Thermes,Latour de Carol,49
OCESN035819R0200219594,Foix,Pamiers,33
OCESN035824R0200219595,Souillac,St-Denis-près-Martel,27
OCESN035852R0300319599,Albi-Ville,Toulouse-Matabiau,90
OCESN035866R0200219607,Foix,Toulouse-Matabiau,139
OCESN036000R0200219609,Comines (France),Lille Flandres,54
OCESN036002R0200219611,Lille Flandres,Wambrechies,30
OCESN036004R0200219613,Abbeville,Boulogne Ville,104
OCESN036006R0200219615,Abbeville,Rue,40
OCESN036009R0100119618,Lens,Lille Flandres,80
OCESN036019R0200219628,Avesnes,Hirson-Ecoles,55
OCESN036022R0100119629,Arras,Douai,40
OCESN036024R0100119630,Hazebrouck,Lille Flandres,77
OCESN036030R0100119632,Busigny,St Quentin,60
OCESN036200R0200219633,Calais Fréthun,Calais Ville,15
OCESN036500R0400419661,Coutances,Lison,54
OCESN036516R0100119680,Granville,Lison,84
OCESN036524R0100119688,Coutances,Granville,36
OCESN036562R0300319700,Coutances,Pontorson-Mt-St-Michel,85
OCESN036631R0300319702,Granville,Vire-Centre,75
OCESN036640R0300319704,Argentan,Flers,53
OCESN036670R0500519723,Bagnoles- Orne Egl.Mad.,Briouze,40
OCESN036690R0500519748,Bagnoles- Orne Egl.Mad.,Argentan,60
OCESN036700R0300319753,Alençon,Surdon,34
OCESN036701R0300319754,L'Aigle,Surdon,58
OCESN036730R0200219775,Dreux,L'Aigle,79
OCESN036801R0100119776,Lisieux,Trouville-Deauville,50
OCESN036810R0400419778,Dives-Cabourg,Trouville-Deauville,35
OCESN036850R0200219797,Caen,Rouen-Rive-Droite,100
OCESN036860R0100119801,Evreux,Normandie,50
OCESN036871R0100119802,Villedieu (Gare),Le Mont St Michel,45
OCESN036882R0300319811,Granville,Rennes,110
OCESN036890R0200219821,Caen,Rennes,170
OCESN037000R0100119826,Bréauté-Beuzeville,Fécamp,30
OCESN037071R0100119847,Mantes-la-Jolie,Rouen-Rive-Droite,125
OCESN037200R0500519848,Pont-Audemer-Gare-SNCF,Rouen-Gare-Routière,65
OCESN037202R0500519850,Rouen-Gare-Routière,Routot-Place-de-mairie,50
OCESN037214R0300319864,Bourg-Achard Champ de F,Pont-Audemer-Gare-SNCF,35
OCESN037563R0300319872,Nantes,St-Gilles-Croix-de-Vie,104
OCESN037600R0300319877,Cholet,Nantes,85
OCESN037615R0200219885,Cholet,Clisson,60
OCESN038000R0200219893,Albert,Amiens,46
OCESN038060R0200219896,Beauvais-Gare-SNCF,Creil,70
OCESN038100R0200219898,Hirson,Laon-Gare-Routière-Poma,80
OCESN038310R0200219901,Compiègne,Ribécourt,28
OCESN038313R0100119904,Compiègne,St Quentin,100
OCESN038314R0200219905,Compiègne,Tergnier,94
OCESN038604R0200219949,Chatellerault,Poitiers,44
OCESN038683R0200219950,Mauzé,Niort,40
OCESN038701R0200219951,Niort,Prissé-la-Charrière,49
OCESN038852R0200219952,Bressuire,Saumur,87
OCESN038859R0200219954,Bressuire,Thouars,37
OCESN038881R0200219962,La Roche-sur-Yon,Saumur,177
OCESN039513R0300319965,Chambéry-Chal.-les-Eaux,Lyon-Part-Dieu-Gare-Rou,90
OCESN039518R0200219966,Annecy,Lyon-Part-Dieu-Gare-Rou,112
OCESN039525R0400419972,Aix-les-Bains-le-Revard,Annecy,35
OCESN039530R0200219975,Valence-TGV,Grenoble-Gare-Routière,60
OCESN039535R0300319979,Chambéry-Chal.-les-Eaux,Grenoble-Gare-Routière,70
OCESN039536R0200219980,Grenoble-Gare-Routière,Valence-Gare-Routière,100
OCESN039549R0200219987,Grenoble-Gare-Routière,Lyon-Part-Dieu-Gare-Rou,119
OCESN039550R0200219988,St-André-le-Gaz,Lyon-Perrache-Gare-Rout,110
OCESN039561R0200219993,Lyon-Part-Dieu-Gare-Rou,Saint-Etienne-Chtx GR,71
OCESN039608R0200219997,Lozanne,Lyon-Gorge-de-Loup,37
OCESN039621R0200220009,Lozanne,Lyon-St-Paul-Quai-Bondy,48
OCESN039640R0200220010,Lyon-Part-Dieu-Gare-Rou,Roanne-Gare-Routière,115
OCESN039650R0200220012,Lozanne,Grandris-Centre,42
OCESN039651R0200220013,Lamure-sur-Azergues,Lozanne,46
OCESN039652R0200220014,Lozanne,Poule-Mairie,60
OCESN039654R0200220016,Lozanne,Paray-le-Monial,120
OCESN039655R0200220017,Bois-d'Oingt-Centre,Lozanne,23
OCESN039690R0200220046,Die,Valence-Gare-Routière,75
OCESN039693R0300320049,Valence-TGV,Veynes-Dévoluy,185
OCESN039694R0200220051,Veynes-Dévoluy,Valence-Gare-Routière,165
OCESN039694R0300320050,Luc-en-Diois,Valence-Gare-Routière,105
OCESN039697R0200220053,Luc-en-Diois,Valence-TGV,125
OCESN039710R0200220054,Evian-les-Bains,Grenoble-Gare-Routière,210
OCESN039712R0200220055,Saint-Etienne-Chtx GR,Valence-Gare-Routière,110
OCESN039716R0200220058,Modane,Grenoble-Gare-Routière,130
OCESN039719R0200220060,Annecy,Chamonix-Mont-Blanc,120
OCESN039721R0200220061,Annonay-Gare-Route,Grenoble-Gare-Routière,170
OCESN039726R0200220064,St-Gervais-L-B-Le-Fayet,Grenoble-Gare-Routière,190
OCESN039727R0200220065,Privas-Cours-du-Palais,Valence-Gare-Routière,50
OCESN039730R0300320067,Annemasse,Grenoble-Gare-Routière,180
OCESN039731R0200220068,Grenoble-Gare-Routière,Montélimar-G-Routière,127
OCESN039733R0300320069,Moûtiers-Salins-Brides,Grenoble-Gare-Routière,105
OCESN039735R0300320070,Chambéry-Chal.-les-Eaux,Cluses (Hte-Savoie),130
OCESN039736R0200220071,Bonneville,Lyon-Part-Dieu-Gare-Rou,145
OCESN039737R0300320072,Chambéry-Chal.-les-Eaux,St-Gervais-L-B-Le-Fayet,165
OCESN039742R0200220075,Aubenas-Pl.-de-la-Paix,Grenoble-Gare-Routière,198
OCESN039743R0300320076,Annemasse,Chambéry-Chal.-les-Eaux,110
OCESN039744R0300320077,Chambéry-Chal.-les-Eaux,Chamonix-Mont-Blanc,200
OCESN039745R0200220078,Annemasse,Evian-les-Bains,60
OCESN039748R0200220079,Grenoble-Gare-Routière,Privas-Cours-du-Palais,130
OCESN039749R0300320080,Bourg-en-Bresse Gare R,Chambéry-Chal.-les-Eaux,170
OCESN039753R0200220081,Oyonnax,Lyon-Part-Dieu-Gare-Rou,90
OCESN039754R0300320082,Chambéry-Chal.-les-Eaux,Evian-les-Bains,180
OCESN039755R0100120083,Lyon-Part-Dieu-Gare-Rou,Morez Lycée,195
OCESN039757R0200220084,Chamonix-Mont-Blanc,Lyon-Part-Dieu-Gare-Rou,240
OCESN039760R0300320086,Chambéry-Chal.-les-Eaux,Thonon-les-Bains,165
OCESN039762R0200220088,Chamonix-Mont-Blanc,Grenoble-Gare-Routière,220
OCESN039770R0300320095,Chamberry-Jacob,St-Gervais-L-B-Le-Fayet,165
OCESN039776R0300320096,Bonneville,Chambéry-Chal.-les-Eaux,130
OCESN039780R0300320099,Bourg-St-Maurice,Grenoble-Gare-Routière,160
OCESN039782R0200220100,Aubenas-Pl.-de-la-Paix,St-Martin-d'Hères,185
OCESN039784R0200220101,Montélimar-G-Routière,St-Martin-d'Hères,120
OCESN039786R0200220103,Privas-Cours-du-Palais,St-Martin-d'Hères,145
OCESN039788R0200220105,Annonay-Gare-Route,St-Martin-d'Hères,160
OCESN039794R0200220108,Saint-Claude,Lyon-Part-Dieu-Gare-Rou,135
OCESN039807R0200220112,Bourgoin-Jallieu,Lyon-Part-Dieu-Gare-Rou,51
OCESN039815R0200220113,Bourg-St-Maurice,Chambéry-Chal.-les-Eaux,145
OCESN039819R0400420115,Chambéry-Chal.-les-Eaux,Pont-de-Beauvoisin,48
OCESN039849R0200220116,Thonon-les-Bains,Grenoble-Gare-Routière,200
OCESN039991R0200220122,Mâcon-Ville,Lyon-Part-Dieu-Gare-Rou,75
OCESN040011R0500520123,Diemeringen,Sarralbe Centre,36
OCESN040012R0500520124,Diemeringen,Sarre-Union,20
OCESN042100R0200220151,Dinan,St-Brieuc,60
OCESN042101R0200220152,Dinan,Lamballe,73
OCESN043500R0200220161,Franois,St-Vit,14
OCESN043508R0200220167,Auxonne,Villers-les-Pots,10
OCESN043515R0200220171,Dijon-Ville,Neuilly-lès-Dijon,25
OCESN049501R0100120186,Bellegarde-s-V. Gare,St-Gervais-L-B-Le-Fayet,135
OCESN049504R0100120189,Bellegarde-s-V. Gare,Evian-les-Bains,115
OCESN049507R0100120192,Annemasse,St-Gervais-L-B-Le-Fayet,111
OCESN049511R0100120196,Bellegarde-s-V. Gare,Chamonix-Mont-Blanc,185
OCESN049514R0100120199,Annemasse,Bellegarde-s-V. Gare,71
OCESN049521R0100120205,Evian-les-Bains,Thonon-les-Bains,20
OCESN049523R0200220206,Cluses (Hte-Savoie),St-Gervais-L-B-Le-Fayet,40
OCESN049525R0100120208,Annemasse,La Roche-sur-Foron,30
OCESN049540R0100120213,Annecy,Annemasse,60
OCESN049561R0200220229,Ambérieu-en-Bugey,St-Rambert-en-Bugey,15
OCESN049562R0200220230,Ambérieu-en-Bugey,Virieu-le-Grand-Belley,52
OCESN049581R0200220236,Boën,Noirétable,26
OCESN049582R0200220237,Boën,Saint-Etienne-Chtx GR,92
OCESN049583R0200220238,Montbrison,Noirétable,44
OCESN049584R0200220239,Noirétable,Saint-Etienne-Chtx GR,108
OCESN049585R0200220240,Boën,Montbrison,18
OCESN049588R0200220242,Montbrison,Saint-Etienne-Chtx GR,60
OCESN049600R0200220253,Bourg-en-Bresse Gare R,Lyon-Part-Dieu-Gare-Rou,81
OCESN049610R0200220259,Bourg-en-Bresse Gare R,Mâcon-Loché-TGV,42
OCESN049611R0200220260,Bourg-en-Bresse Gare R,Mâcon-Ville,62
OCESN049634R0200220283,Ambérieu-en-Bugey,Lyon-Part-Dieu-Gare-Rou,63
OCESN049640R0300320287,Chambéry-Chal.-les-Eaux,St-André-le-Gaz,71
OCESN049645R0300320290,Chambéry-Chal.-les-Eaux,La Tour-du-Pin,86
OCESN049675R0200220305,Gap,Grenoble-Gare-Routière,127
OCESN049679R0300320308,Clelles-Mens,Gap,80
OCESN049680R0200220309,Clelles-Mairie,Grenoble-Gare-Routière,81
OCESN049682R0200220310,Vif,Grenoble-Gare-Routière,51
OCESN049684R0200220312,Clelles-Mens,Grenoble-Gare-Routière,73
OCESN049691R0200220317,Sain-Bel,Lyon-St-Paul-la-Feuilée,60
OCESN049692R0300320318,Sain-Bel,Lyon-St-Paul-Quai-Bondy,60
OCESN049701R0200220325,Lyon-Perrache-Gare-Rout,Vienne-Gare-Routière,53
OCESN049708R0200220329,Bourg-en-Bresse Gare R,Ambérieu-en-Bugey,40
OCESN049750R0200220348,Argentine,St-Pierre-d'Albigny,28
OCESN049780R0200220362,St-Priest,St-Pierre-de-Chandieu-R,21
OCESN049799R0200220374,Villefranche-sur-Saône,Lyon-Perrache-Gare-Rout,60
OCESN049808R0200220375,La Tour-du-Pin,Rives,55
OCESN049819R0200220376,Moûtiers-Salins-Brides,St-Pierre-d'Albigny,50
OCESN049823R0200220379,Albertville,Moûtiers-Salins-Brides,45
OCESN049825R0300320381,Aix-les-Bains-le-Revard,Chambéry-Chal.-les-Eaux,30
OCESN049827R0200220383,Bourg-St-Maurice,Moûtiers-Salins-Brides,37
OCESN049842R0300320394,Chambéry-Chal.-les-Eaux,Modane,113
OCESN049844R0300320396,Chambéry-Chal.-les-Eaux,Epierre-St-Léger,82
OCESN049846R0300320398,Aix-les-Bains-le-Revard,Modane,157
OCESN049852R0500520404,Chambéry-Chal.-les-Eaux,Culoz,65
OCESN049864R0200220414,Feurs,Saint-Etienne-Chtx GR,60
OCESN049873R0300320418,Albens,Annecy,45
OCESN049877R0200220422,Annecy,Rumilly,25
OCESN049911R0200220426,Sérézin,Ternay-Barbières,13
OCESN049913R0200220428,Communay-Stade,Sérézin,15
OCESN049962R0200220450,Epierre-St-Léger,Montmélian,52
OCESN049967R0200220452,Epierre-St-Léger,St-Pierre-d'Albigny,36
OCESN049968R0200220453,St-Jean-de-Maurienne-A.,St-Pierre-d'Albigny,70
OCESN049969R0200220454,Aiton-Salle-Polyvalente,St-Jean-de-Maurienne-A.,58
OCESN052500R0200220703,Chinon,Tours,82
OCESN052501R0400420704,Chinon-Lycée-Rabelais,Tours,75
OCESN052520R0200220712,Tours,St Christophe / Nais C.,60
OCESN052521R0200220713,Château-du-Loir,Tours,75
OCESN052540R0300320721,Droué (Centre),Courtalain-St-Pellerin,10
OCESN052541R0200220722,Courtalain-Centre,Droué (Centre),10
OCESN052542R0200220723,Chartres-Gare-Routière,Brou,55
OCESN052543R0300320724,Droué (Centre),Brou,36
OCESN052547R0200220728,Brou,Chartres,50
OCESN052553R0200220733,Droué (Centre),Chartres,92
OCESN052560R0400420735,Vendôme,Mondoubleau-Rue-Leroy,60
OCESN052580R0200220746,Aubigny-sur-Nere-Mail,Gien,44
OCESN052600R0200220762,Gien,Montargis-OT,49
OCESN052610R0200220766,Cosne-sur-Loire,Sancerre-Porte-Cesar,27
OCESN052632R0200220780,Bourges-Gare-Routière,nan,65
OCESN052635R0200220781,Bourges-Gare-Routière,St-Amand-Montrond-Orval,76
OCESN052636R0200220782,Bourges,St-Amand-Montrond-Orval,65
OCESN052650R0200220783,Châteauroux Gare Rout.,Bourges,106
OCESN052652R0200220785,Bourges,Issoudun-Place-de-la-G.,71
OCESN052665R0200220798,Châteauroux Gare Rout.,Issoudun-Jardin,40
OCESN052670R0200220799,Vierzon,Issoudun-Place-de-la-G.,50
OCESN052671R0200220800,Issoudun,Vierzon,56
OCESN052700R0300320808,Châteauroux Gare Rout.,Poitiers-Gare-Routière,135
OCESN052702R0200220810,Le-Blanc-Pl-du-Bateau,Poitiers-Gare-Routière,68
OCESN052720R0200220818,Nouan-le-Fuzelier,Romorantin-BA-G.R.,55
OCESN052722R0200220820,Chaumont-sur-Tharonne,Romorantin-BA-G.R.,31
OCESN052723R0200220821,Lamotte-Beuvron,Romorantin-BA-G.R.,40
OCESN052728R0200220823,Lamotte-Beuvron,Romorantin-Lycée-de-F,35
OCESN052740R0200220824,Châteauroux-Ly-B-Pascal,Eguzon,60
OCESN052741R0300320825,Châteauroux Gare Rout.,Argenton-sur-Creuse,45
OCESN052741R0400420826,Châteauroux-Ly-B-Pascal,Argenton-sur-Creuse,60
OCESN052742R0300320827,Châteauroux-Lycée-Agric,Argenton-sur-Creuse,55
OCESN052744R0300320830,Châteauroux Gare Rout.,Eguzon,80
OCESN052746R0200220831,Châteauroux Gare Rout.,Issoudun-Place-de-la-G.,36
OCESN052750R0200220832,Thesee,Romorantin-BA-G.R.,60
OCESN052751R0200220833,Romorantin-BA-G.R.,St-Aignan-Lep,55
OCESN052752R0200220834,Romorantin-BA-G.R.,St-Aignan-Pl-Wilson,53
OCESN052800R0200220838,Loches,Tours,58
OCESN052801R0200220839,Buzançais,Châteauroux Gare Rout.,30
OCESN052802R0200220840,Châteauroux Gare Rout.,Tours,150
OCESN052803R0200220841,Chatillon-Mail,Châteauroux-Charmilles,100
OCESN052804R0200220842,Clion-sur-Indre,Loches,40
OCESN052805R0200220843,Chatillon-Mail,Châteauroux Gare Rout.,90
OCESN052807R0200220845,Châteauroux Gare Rout.,Loches,101
OCESN052810R0200220849,Cormery,La Douzillère,47
OCESN052811R0200220850,Loches,Montbazon,65
OCESN052812R0200220851,Chambourg-Chopin,Cormery,25
OCESN052815R0200220854,Loches-Lycee-St-Denis,Truyes-St-Blaise,40
OCESN052822R0200220864,Cormery,Loches,29
OCESN052829R0200220872,Loches,TOURS LYCEE GRANDMONT,55
OCESN052832R0200220875,Esvres,Loches,45
OCESN052834R0200220877,Tours,Reignac-Bourg-Du-Fau,74
OCESN052840R0200220883,Loches,Truyes-Pl-Du-Souvenir,40
OCESN052845R0200220890,La Douzillère,Veigné,15
OCESN052848R0200220893,Loches-LEP,Truyes-Pl-Du-Souvenir,25
OCESN052850R0400420895,Tours,Loches-LEP,80
OCESN052857R0200220905,Cormery,Tours,43
OCESN052860R0200220909,Buzançais,Châteauroux-Ly-B-Pascal,59
OCESN052861R0200220910,Esvres,La Douzillère,20
OCESN052868R0400420918,Chatillon-Mail,Châteauroux-L-Giraudoux,93
OCESN052878R0400420929,Chatillon-Mail,Tours,95
OCESN052900R0200220941,Vierzon,Romorantin-BA-G.R.,43
OCESN052903R0200220944,Romorantin-BA-G.R.,Vierzon-Médiathèque,48
OCESN052931R0200220960,Blois-Chambord,Limeray,35
OCESN052940R0200220962,Châteaudun,Dourdan,90
OCESN052941R0200220963,Châteaudun-LEP-Paulsen,Dourdan,102
OCESN052950R0200220965,Chartres-Gare-Routière,Tours,159
OCESN052951R0200220966,Chartres-Gare-Routière,Vendôme,84
OCESN052952R0200220967,Châteaudun,Vendôme,55
OCESN052953R0200220968,Tours,Vendôme,65
OCESN052960R0200220975,Chartres-Gare-Routière,Châteaudun,56
OCESN052974R0200220989,Châteaudun,Tours,111
OCESN052990R0200220994,Château-Renault,Vendôme-Villiers-s-Loir,47
OCESN055002R0200221027,Epinal,Neufchâteau,109
OCESN055003R0200221028,Neufchâteau,Vittel,45
OCESN055069R0500521037,Lunéville,Rambervillers (11 Nov),54
OCESN055074R0200221043,Lunéville,Moyen,41
OCESN055079R0300321047,Luneville-LP,Rambervillers (11 Nov),72
OCESN055081R0300321049,Lunéville (Cité Scolai),Rambervillers,60
OCESN055081R0400421050,Lunéville,Rambervillers,52
OCESN055082R0500521051,Lunéville (Cité Scolai),Rambervillers (11 Nov),71
OCESN055097R0200221067,Epinal,Mirecourt,44
OCESN055098R0200221068,Bruyères (Vosges),Lunéville,80
OCESN055121R0200221088,Remiremont,Gérardmer La Mauselaine,45
OCESN055123R0200221090,Contrexéville,Epinal,60
OCESN055145R0300321106,Longwy,Metz-Ville,55
OCESN055203R0200221140,Bussang (Gare SNCF),Remiremont,54
OCESN055219R0200221145,Bresse-Claudel (la),Remiremont,57
OCESN055220R0200221146,Remiremont,La-Bresse (Pl Champtel),63
OCESN055223R0200221150,Remiremont,La Bresse Le Lispach,83
OCESN055267R0200221181,Audun-le-Roman,Thionville,40
OCESN055403R0200221218,Bitche,Sarreguemines,48
OCESN055412R0400421227,Bitche-Quartier-Driant,Sarreguemines,56
OCESN055430R0200221246,Sarrebourg,St-Louis-57-Incliné,27
OCESN055436R0200221250,Lutzelbourg,Sarrebourg,50
OCESN055437R0200221251,Conflans-Jarny,Metz-Ville,40
OCESN055438R0200221252,Metz-Ville,Verdun,90
OCESN055488R0200221255,Conflans-Jarny,Verdun,45
OCESN078000R0200222782,Marle-sur-Serre,Lugny,5
OCESN078001R0300322783,BarentonÂ Cel,Verneuil-sur-Serre,5
OCESN078002R0200222784,Barenton-sur-Serre,Verneuil-sur-Serre,5
OCESN081390F0100122797,Strasbourg,WOERTH RHEIN,66
OCESN081400F0300322805,Neustadt (Weinstr) Hbf,Wissembourg,62
OCESN081401F0200222806,WINDEN PFALZ,Wissembourg,16
OCESN081436F0300322841,Landau-Pfalz-Hbf,Wissembourg,28
OCESN081440F0300322842,Lauterbourg,WOERTH RHEIN,15
OCESN082201R03003~NAV55728,Fougères,Rennes,70
OCESN086000F0700723025,Nice-Ville,Ventimiglia-Stazione,53
OCESN086000F0800823026,Grasse,Nice-Ville,71
OCESN086000F0900923027,Grasse,Ventimiglia-Stazione,127
OCESN086004F0300323032,Grasse,Menton,113
OCESN086004F0400423031,Menton,Nice-Ville,39
OCESN086005F0800823036,Cannes-la-Bocca,Ventimiglia-Stazione,107
OCESN086007F0600623042,Cannes-la-Bocca,Menton,90
OCESN086011F0100123054,Les Arcs-Draguignan,Ventimiglia-Stazione,138
OCESN086011F0300323055,Les Arcs-Draguignan,Menton,118
OCESN086013F0500523058,Cannes-la-Bocca,Monaco-Monte-Carlo,73
OCESN086013F0600623059,Grasse,Monaco-Monte-Carlo,99
OCESN086013F0900923060,Monaco-Monte-Carlo,Nice-Ville,24
OCESN086015F1001023069,Cannes,Ventimiglia-Stazione,101
OCESN086017F0600623076,Cannes,Monaco-Monte-Carlo,70
OCESN086069F0400423178,Menton,Ventimiglia-Stazione,16
OCESN086090F0100123221,Monaco-Monte-Carlo,Ventimiglia-Stazione,30
OCESN086380F0700723234,Saarbrücken /Sarrebruck,Strasbourg,102
OCESN086381F1201223237,Mommenheim,Strasbourg,15
OCESN086392F0500523255,Metz-Ville,Trier-Hbf (Trèves),96
OCESN086550F0300323260,Longwy,Luxembourg,35
OCESN086562F0600623275,Luxembourg,Rodange,27
OCESN086960F0100123299,Perpignan,Port-Bou,59
OCESN086966F0100123305,Avignon-Centre,Port-Bou,259
OCESN086967F0100123308,Narbonne,Port-Bou,102
OCESN086969F0400423310,Nîmes,Port-Bou,209
OCESN086970F0200223317,Port-Bou,Toulouse-Matabiau,220
OCESN086983F1301323339,Montpellier-Saint-Roch,Port-Bou,171
OCESN087154F0200223368,Saarbrücken /Sarrebruck,Sarreguemines,29
OCESN087403F0200223441,Offenburg,Strasbourg,32
OCESN087459F0400423488,Kehl,Offenburg,22
OCESN087480F0200223503,Mulhouse,Mullheim-Baden-Bf,23
OCESN087488F0300323515,Freiburg-Breisgau,Mulhouse,45
OCESN088501F0300323533,Luxembourg,Nancy-Ville,92
OCESN088501F0600623534,Luxembourg,Thionville,25
OCESN088503F0800823537,Nancy-Ville,Thionville,65
OCESN088503F1301323536,Bettembourg,Nancy-Ville,79
OCESN088507F0900923553,Luxembourg,Metz-Ville,49
OCESN088710F0700723816,Bettembourg,Metz-Ville,36
OCESN088716F1001023828,Metz-Ville,Thionville,27
OCESN088821F0200224092,Forbach,Saarbrücken /Sarrebruck,10
OCESN088824F0300324099,Metz-Ville,Saarbrücken /Sarrebruck,60
OCESN096151F0300324706,Basel-SBB,Strasbourg,89
OCESN096151F0400424707,Basel-SBB,Sélestat,69
OCESN096500F0300324843,Genève,Lyon-Part-Dieu,117
OCESN096508F0100124850,Bellegarde-s-V. Gare,Genève,28
OCESN096536F0200224867,Lyon-Part-Dieu,St-Gervais-L-B-Le-Fayet,228
OCESN096601F0300324904,Genève,Grenoble,144
OCESN096608F0900924907,Genève,Valence-Ville,195
